Year,Sector,Sub Sector,Organization,Operation,Operation Type,Address,City,Postal Code,GHG Emissions (kg),Energy Intensity (eWh/HDD/sq. ft)
2015,Public Hospital,Acute/Chronic Hospital,Hotel-Dieu Grace Healthcare,Hotel Dieu Grace Hospital,Facilities used for hospital purposes,1691 Huron Church Rd,Windsor,N9C 2E6,143.0184484,997.7763508
2015,Public Hospital,Acute/Chronic Hospital,Hotel-Dieu Grace Healthcare,Hotel Dieu Grace Hospital,Facilities used for hospital purposes,3896 Connaught Ave,Windsor,N9C 2C1,24074.28652,3.1329684
2015,Public Hospital,Acute/Chronic Hospital,Hotel-Dieu Grace Healthcare,Hotel Dieu Grace Hospital,Facilities used for hospital purposes,3901 Connaught Ave,Windsor,N9C 3E6,76440.73748,7.246246579
2015,Public Hospital,Acute/Chronic Hospital,Hotel-Dieu Grace Healthcare,Windsor Regional Hospital Tayfour Campus,Facilities used for hospital purposes,1453 Prince Rd,Windsor,N9C 3Z4,3898051.706,11.92318224
2015,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,Huntsville District Memorial Hospital,Administrative offices and related facilities,100 Frank Miller Dr,Huntsville,P1H 1H7,8121.602208,5.81964197
2015,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,South Muskoka Memorial Hospital,Administrative offices and related facilities,75 Ann Street,Bracebridge,P1L 2E4,4788.200346,0.750346204
2015,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,South Muskoka Memorial Hospital,Facilities used for hospital purposes,75 Ann Street,Bracebridge,P1L 2E4,1719514.632,23.44026075
2015,Public Hospital,Acute/Chronic Hospital,Huntsville Muskoka Algonquin Healthcare,Huntsville District Memorial Hospital,Facilities used for hospital purposes,100 Frank Miller Dr,Huntsville,P1H 1H7,1125970.096,19.6603058
2015,Public Hospital,Acute/Chronic Hospital,Iroquois Falls Anson General Hospital,Anson General Hospital,Facilities used for hospital purposes,58 Anson Drive,Iroquois Falls,P0K 1E0,482207.1295,13.50580014
2015,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,Continuing Care Access Centre,Administrative offices and related facilities,101 Progress Crescent,Kapuskasing,P5N 3H5,16624.08273,11.40930295
2015,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,Administration,Administrative offices and related facilities,101 Progress Crescent,Kapuskasing,P5N 3H5,29049.50068,11.4130329
2015,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,Sensenbrenner Hospital,Facilities used for hospital purposes,101 Progress Crescent,Kapuskasing,P5N 3H5,95944.71815,3.798611527
2015,Public Hospital,Acute/Chronic Hospital,Kapuskasing Sensenbrenner Hospital,KDEC / FLHS,Administrative offices and related facilities,101 Progress Crescent,Kapuskasing,P5N 3H5,16805.08545,11.40891511
2015,Public Hospital,Acute/Chronic Hospital,Kemptville District Hospital,KDH Health Centre,Administrative offices and related facilities,2671 Concession Rd.,Kemptville,K0G 1J0,3735.88998,2.679023178
2015,Public Hospital,Acute/Chronic Hospital,Kemptville District Hospital,Kemptville District Hospital,Facilities used for hospital purposes,2675 Concession Rd.,Kemptville,K0G 1J0,98841.359,6.909954682
2015,Public Hospital,Acute/Chronic Hospital,Kemptville District Hospital,Public Health Unit,Administrative offices and related facilities,2675 Concession Rd.,Kemptville,K0G 1J0,3677.446931,6.909953794
2015,Public Hospital,Acute/Chronic Hospital,Kenora Lake of the Woods District Hospital,Lake of the Woods District Hospital - St Joseph Health Centre,Administrative offices and related facilities,21 Wolsley St,Kenora,P9N 3W7,123354.4476,8.469543155
2015,Public Hospital,Acute/Chronic Hospital,Kenora Lake of the Woods District Hospital,Lake of the Woods District Hospital - Morningstar Centre,Other,6 Matheson St S,Kenora,P9N 1T5,35053.42895,6.81170193
2015,Public Hospital,Acute/Chronic Hospital,Kenora Lake of the Woods District Hospital,Lake of the Woods District Hospital,Facilities used for hospital purposes,21 Sylvan St W,Kenora,P9N 3W7,1229298.892,7.650990259
2015,Public Hospital,Acute/Chronic Hospital,Kingston General Hospital,Kingston General Hospital,Facilities used for hospital purposes,76 Stuart Street,Kingston,K7L2V7,10802484.36,13.02616165
2015,Public Hospital,Acute Hospital,Kingston Hotel Dieu Hospital,Hotel Dieu Hospital,Facilities used for hospital purposes,166 Brock Street,Kingston,K7L 5G2,2248160.008,8.37434573
2015,Public Hospital,Acute Hospital,Kingston Hotel Dieu Hospital,Hotel Dieu Hospital,Administrative offices and related facilities,166 Brock Street,Kingston,K7L 5G2,831509.4036,11.65203084
2015,Public Hospital,Acute/Chronic Hospital,Kingston Providence Care Centre,St. Mary's of the Lake Hospital site,Facilities used for hospital purposes,340 Union St.,Kingston,K7L 5A2,1428151.237,8.756418562
2015,Public Hospital,Acute/Chronic Hospital,Kingston Providence Care Centre,Mental Health Services site,Facilities used for hospital purposes,752 King St. West,Kingston,K7L 4X3,2585186.852,10.39776695
2015,Public Hospital,Acute/Chronic Hospital,Kingston Providence Care Centre,Other bldgs on shared utility meters,Administrative offices and related facilities,752 King St. West,Kingston,K7L 4X3,1105799.916,9.299278966
2015,Public Hospital,Acute/Chronic Hospital,Kirkland and District Hospital,Kirkland Lake and Distrtict Hospital - Kirkland Lake,Facilities used for hospital purposes,145 Government Road East,Kirkland Lake,P2N 3P4,1974926.557,12.33736522
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,850 King Street,Administrative offices and related facilities,850 King St W,Kitchener,N2G 1E8,5217.980387,7.596217482
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,850 King Street,Facilities used for hospital purposes,850 King St W,Kitchener,N2G 1E8,64355.07126,7.596217482
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Freeport Site,Administrative offices and related facilities,3570 King St E,Kitchener,N2A 2W1,114690.1386,10.47363471
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,52 Glasgow Street,Administrative offices and related facilities,52 Glasgow Street,Kitchener,N2G 2G8,2811.460287,9.031734735
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,52 Glasgow Street,Facilities used for hospital purposes,52 Glasgow Street,Kitchener,N2G 2G8,34674.67688,9.031734735
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Freeport Site,Facilities used for hospital purposes,3570 King St E,Kitchener,N2A 2W1,1414511.968,10.47363471
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Kitchener-Waterloo Site,Administrative offices and related facilities,835 King St W,Kitchener,N2G 1G3,363990.8853,16.22620466
2015,Public Hospital,Acute/Chronic Hospital,Kitchener Grand River Hospital,Kitchener-Waterloo Site,Facilities used for hospital purposes,835 King St W,Kitchener,N2G 1G3,4489221.708,16.22620466
2015,Public Hospital,Acute Hospital,Kitchener St. Mary's General Hospital,St. Mary's General Hospital,Facilities used for hospital purposes,911 Queen's Boulevard,Kitchener,N2N 1B2,3377056.737,17.11262189
2015,Public Hospital,Acute/Chronic Hospital,Lady Dunn Health Centre,Dubreuilville Medical Clinic,Facilities used for hospital purposes,P.O. Box 100,Dubreuilville,P0S 1B0,3054.318648,3.231317709
2015,Public Hospital,Acute/Chronic Hospital,Lady Dunn Health Centre,Lady Dunn Health Centre,Administrative offices and related facilities,17 Government Road,Wawa,P0S 1K0,13337.46781,8.331134318
2015,Public Hospital,Acute/Chronic Hospital,Lady Dunn Health Centre,Lady Dunn Health Centre,Facilities used for hospital purposes,17 Government Road,Wawa,P0S 1K0,339982.5096,8.331134891
2015,Public Hospital,Acute/Chronic Hospital,Leamington District Memorial Hospital,Leamington District Memorial Hospital,Facilities used for hospital purposes,194 Talbot Str W,Leamington,N8H 1N9,860360.8905,14.88121565
2015,Public Hospital,Acute/Chronic Hospital,Lindsay Ross Memorial Hospital,Ross Memorial Hospital,Facilities used for hospital purposes,10 Angleine St. N,Lindsay,K9V 4M8,2572178.899,14.64089176
2015,Public Hospital,Acute/Chronic Hospital,Lindsay Ross Memorial Hospital,Ross Memorial Hospital,Administrative offices and related facilities,10 Angleine St. N,Lindsay,K9V 4M8,208554.0629,14.64083853
2015,Public Hospital,Acute/Chronic Hospital,Listowel Memorial Hospital,Listowel Outpatient Building,Facilities used for hospital purposes,285 Sarah Ave N,Listowel,N4W 2Y8,7897.866573,52.22919427
2015,Public Hospital,Acute/Chronic Hospital,Listowel Memorial Hospital,Listowel Outpatient Building,Administrative offices and related facilities,285 Sarah Ave N,Listowel,N4W 2Y8,1394.500572,0.858370921
2015,Public Hospital,Acute/Chronic Hospital,Listowel Memorial Hospital,Listowel Memorial Hospital,Facilities used for hospital purposes,255 Elizabeth St.E,Listowel,N4W 2P5,846583.5264,16.1488042
2015,Public Hospital,Acute/Chronic Hospital,Listowel Memorial Hospital,Listowel Memorial Hospital,Administrative offices and related facilities,255 Elizabeth St.E,Listowel,N4W 2P5,26182.74521,16.14868954
2015,Public Hospital,Acute Hospital,Little Current Manitoulin Health Centre,Little Current Site - Hospital,Facilities used for hospital purposes,11 Meredith Street East,Little Current,P0P 1K0,304569.7072,6.195084182
2015,Public Hospital,Acute Hospital,Little Current Manitoulin Health Centre,Little Current Site - Offices,Administrative offices and related facilities,11 Meredith Street East,Little Current,P0P 1K0,34879.61685,6.195080663
2015,Public Hospital,Acute Hospital,Little Current Manitoulin Health Centre,Little Current Site - Clinic,Facilities used for hospital purposes,11 Meredith Street East,Little Current,P0P 1K0,20367.99494,6.159823238
2015,Public Hospital,Acute Hospital,Little Current Manitoulin Health Centre,MHC Mindemoya Site,Facilities used for hospital purposes,2120a Hwy 551,Mindemoya,P0P 1S0,202068.5161,8.128208793
2015,Public Hospital,Acute/Chronic Hospital,London Health Sciences Centre,Byron Family Medical Centre,Facilities used for hospital purposes,1228 Commissioners Rd.,London,N6K 1C7,23499.13244,4.991409093
2015,Public Hospital,Acute/Chronic Hospital,London Health Sciences Centre,Kidney Care Centre,Facilities used for hospital purposes,785 Wonderland Rd. S.,London,N6K 1M6,143302.0799,11.40477919
2015,Public Hospital,Acute/Chronic Hospital,London Health Sciences Centre,University Hospital,Facilities used for hospital purposes,339 Windermere Rd.,London,N6A 5A5,7037492.235,13.97343808
2015,Public Hospital,Acute/Chronic Hospital,London Health Sciences Centre,Victoria Family Medical Centre,Facilities used for hospital purposes,60 Chesley Ave.,London,N5Z 2C1,26793.10817,4.881850037
2015,Public Hospital,Acute/Chronic Hospital,London Health Sciences Centre,Victoria Hospital,Facilities used for hospital purposes,800 Commissioners Rd. E.,London,N6A 5W9,42528579.42,28.32751585
2015,Public Hospital,Acute Hospital,Manitouwadge General Hospital,Manitouwadge General Hospital,Facilities used for hospital purposes,1 Healthcare Crescent,Manitouwadge,P0T 2C0,515797.644,11.41841744
2015,Public Hospital,Acute/Chronic Hospital,Marathon Wilson Memorial General Hospital,Wilson Memorial General Hospital,Facilities used for hospital purposes,26 Peninsula Road,Marathon,P0T 2E0,767989.7706,13.82274692
2015,Public Hospital,Acute/Chronic Hospital,Markham Stouffville Hospital,Markham Stouffville Hospital,Facilities used for hospital purposes,"381 Church Street, P.O. Box 1800",Markham,L3P 7P3,10135823.28,30.74646923
2015,Public Hospital,Acute/Chronic Hospital,Markham Stouffville Hospital,Markham Stouffville Hospital (UXBRIDGE SITE),Facilities used for hospital purposes,4 Campbell Drive,Uxbridge,L9P 1S4,190342.7012,18.92360206
2015,Public Hospital,Acute/Chronic Hospital,Matheson Bingham Memorial Hospital,Bingham Memorial Hospital,Facilities used for hospital purposes,507 Eighth Avenue,Matheson,P0K 1N0,342145.4366,10.50619487
2015,Public Hospital,Acute/Chronic Hospital,Mattawa General Hospital,H“pital de Mattawa Hospital,Facilities used for hospital purposes,217 Turcotte Park Road,Mattawa,P0H 1V0,256702.4645,10.84138792
2015,Public Hospital,Acute Hospital,Middlesex Hospital Alliance,Four Counties Health Services,Facilities used for hospital purposes,1824 Concession Drive,Newbury,N0L 1Z0,47307.47771,4.309545621
2015,Public Hospital,Acute Hospital,Middlesex Hospital Alliance,Four Counties Old Medical Clinic,Administrative offices and related facilities,1794 Concession Drive,Newbury,N0L 1Z0,10105.47556,8.152920768
2015,Public Hospital,Acute Hospital,Middlesex Hospital Alliance,Strathroy Middlesex General Hospital,Facilities used for hospital purposes,395 Carrie Street,Strathroy,N7G 3J4,1004067.519,12.31857281
2015,Public Hospital,Acute/Chronic Hospital,Midland Georgian Bay General Hospital,Georgian Bay General Hospital - Mid,Facilities used for hospital purposes,"1112 St. Andrew's Drive, Box 760",Midland,L4R 4K4,1558520.135,19.32291224
2015,Public Hospital,Acute/Chronic Hospital,Midland Georgian Bay General Hospital,Georgian Bay General Hospital - Pen,Facilities used for hospital purposes,25 Jeffery St.,Penetanguishene,L9M 1K6,295579.0385,9.093098075
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Attawapiskat Ambulance Base,Other,905 Maple Street,Attawapiskat,P0L 1A0,42656.94578,6.310868204
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Attawapiskat Hospital,Facilities used for hospital purposes,972 Riverside Road,Attawapiskat,P0L 1A0,307554.1349,14.20142099
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Moosonee Health Centre,Facilities used for hospital purposes,7 Atim Road/Percy Way,Moosonee,P0L 1Y0,37830.45193,6.60901613
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Moosonee Hostel,Other,6 Bay,Moosonee,P0L 1Y0,23881.06898,3.504425143
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Weeneebayko General Hospital,Facilities used for hospital purposes,19 Hospital Drive,Moose Factory,P0L 1W0,2362662.916,20.87519604
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Ft Albany Ambulance Base,Other,250 Seventh Ave,Ft. Albany,P0L 1H0,28907.0468,4.743494802
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Ft. Albany Hospital,Facilities used for hospital purposes,5 Airport Road,Ft Albany,P0L 1H0,677158.3249,23.09450545
2015,Public Hospital,Acute/Chronic Hospital,Moose Factory Weeneebayko Area Health Authority,Moosonee Administration,Administrative offices and related facilities,78 Ferguson Road,Moosonee,P0L 1Y0,3536.312724,3.602897587
2015,Public Hospital,Acute Hospital,Mount Forest North Wellington Health Care Corporation,Louise Marshall Hospital,Facilities used for hospital purposes,630 Dublin Street,Mount Forest,N0G 2L3,425947.1221,20.14853708
2015,Public Hospital,Acute Hospital,Mount Forest North Wellington Health Care Corporation,Louise Marshall Hospital,Administrative offices and related facilities,630 Dublin Street,Mount Forest,N0G 2L3,42249.02251,10.84904687
2015,Public Hospital,Acute Hospital,Mount Forest North Wellington Health Care Corporation,Claire Stewart Medical Center,Administrative offices and related facilities,525 Dublin Street,Mount Forest,N0G 2L3,2067.708342,2.825455446
2015,Public Hospital,Acute Hospital,Mount Forest North Wellington Health Care Corporation,Claire Stewart Medical Center,Facilities used for hospital purposes,525 Dublin Street,Mount Forest,N0G 2L3,16767.00293,5.247090109
2015,Public Hospital,Acute Hospital,Mount Forest North Wellington Health Care Corporation,Palmerston and District Hospital,Facilities used for hospital purposes,500 Whites Road,Palmerston,N0G 2P0,381820.6944,18.55003761
2015,Public Hospital,Acute Hospital,Mount Forest North Wellington Health Care Corporation,Palmerston and District Hospital,Administrative offices and related facilities,500 Whites Road,Palmerston,N0G 2P0,37873.248,9.988560695
2015,Public Hospital,Acute/Chronic Hospital,Napanee Lennox & Addington County General Hospital,Lennox and Addington County General Hospital,Facilities used for hospital purposes,8 Richmond Park Drive,Napanee,K7R 2Z4,977528.9536,14.15752444
2015,Public Hospital,Acute/Chronic Hospital,New Liskeard Temiskaming Hospital,Temiskaming Hospital,Administrative offices and related facilities,421 Shepherdson Road,New Liskeard,P0J 1P0,58495.25688,15.09052104
2015,Public Hospital,Acute/Chronic Hospital,New Liskeard Temiskaming Hospital,Vacant,Other,421 Shepherdson Road,New Liskeard,P0J 1P0,73660.15323,15.09041044
2015,Public Hospital,Acute/Chronic Hospital,New Liskeard Temiskaming Hospital,Vacant 2,Other,421 Shepherdson Road,New Liskeard,P0J 1P0,44412.52398,15.09033667
2015,Public Hospital,Acute/Chronic Hospital,New Liskeard Temiskaming Hospital,Temiskaming Hospital,Facilities used for hospital purposes,421 Shepherdson Road,New Liskeard,P0J 1P0,1272271.899,14.93160725
2015,Public Hospital,Acute/Chronic Hospital,Newmarket southlake Regional Health Centre,Southlake Regional Health Centre,Facilities used for hospital purposes,596 Davis Drive,Newmarket,L3Y 2P9,8499807.923,30.38651414
2015,Public Hospital,Acute/Chronic Hospital,Nipigon District Memorial Hospital,Nipigon District Memorial Hospital,Facilities used for hospital purposes,125 Hogan Road,Nipigon,P0T 2J0,65916.45072,5.113233185
2015,Public Hospital,Acute/Chronic Hospital,North Bay Regional Health Centre,North Bay Regional Health Centre,Facilities used for hospital purposes,50 College Drive,North Bay,P1B 0A4,9202548.71,18.44929512
2015,Public Hospital,Acute/Chronic Hospital,North Bay Regional Health Centre,Regional Outreach Services,Facilities used for hospital purposes,1164 Devonshire Avenue,North Bay,P1B 6X7,32431.78534,4.441818599
2015,Public Hospital,Acute/Chronic Hospital,North Bay Regional Health Centre,Mental Health Clinic,Facilities used for hospital purposes,120 King Street West,North Bay,P1B 5Z7,23762.19019,5.491839766
2015,Public Hospital,Acute/Chronic Hospital,North Bay Regional Health Centre,Nipissing Detoxification and Substance Abuse Program,Facilities used for hospital purposes,120 King Street West,North Bay,P1B 5Z7,58092.14792,4.799278153
2015,Public Hospital,Acute/Chronic Hospital,Oakville Halton Healthcare Services,The New Oakville Hospital,Facilities used for hospital purposes,3001 Hospital Gate,Oakville,L6M 0L8,5598027.561,7.057797464
2015,Public Hospital,Acute/Chronic Hospital,Oakville Halton Healthcare Services,Georgetown Hospital,Facilities used for hospital purposes,1 Princess Anne Dr,Georgetown,L7G 2B8,1386683.136,19.17987046
2015,Public Hospital,Acute/Chronic Hospital,Oakville Halton Healthcare Services,Milton District Hospital,Facilities used for hospital purposes,7030 Derry Rd,Milton,L9T 7H6,1373583.498,19.65561628
2015,Public Hospital,Acute/Chronic Hospital,Oakville Halton Healthcare Services,Oakville Trafalgar Memorial Hospital,Facilities used for hospital purposes,327 	Reynolds Street,Oakville,L6J 3L7,4359567.937,20.63580636
2015,Public Hospital,Acute/Chronic Hospital,Orangeville Headwaters Health Care Centre,Headwaters Health Care Centre,Facilities used for hospital purposes,100 Rolling Hills Drive,Orangeville,L9W 4X9,1710307.862,23.40578427
2015,Public Hospital,Acute/Chronic Hospital,Orillia Soldiers' Memorial Hospital,Orillia Soldiers' Memorial Hospital,Facilities used for hospital purposes,170 Colborne Street West,Orillia,L3V 2Z3,4525378.103,25.05328704
2015,Public Hospital,Acute/Chronic Hospital,Oshawa Lakeridge Health,Lakeridge Health Bowmanville,Facilities used for hospital purposes,47 Liberty St. S,Bowmanville,L1C 2N4,1128332.315,15.49672939
2015,Public Hospital,Acute/Chronic Hospital,Oshawa Lakeridge Health,Lakeridge Health Oshawa,Facilities used for hospital purposes,1 Hospital court,Oshawa,L1G 2B9,10775245.81,19.23114496
2015,Public Hospital,Acute/Chronic Hospital,Oshawa Lakeridge Health,Lakeridge Health Port Perry,Facilities used for hospital purposes,451 Paxton St,Port Perry,L9L 1M1,839894.6122,25.93539542
2015,Public Hospital,Acute/Chronic Hospital,Oshawa Lakeridge Health,Lakeridge Health Whitby,Facilities used for hospital purposes,300 Gordon Street,Whitby,L1J 8R2,782156.9925,15.47770055
2015,Public Hospital,Acute/Chronic Hospital,Oshawa Lakeridge Health,Pinewood Centre,Facilities used for hospital purposes,300 Centre St S,Oshawa,L1H 2K5,90771.88261,9.727902636
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Elizabeth Bruyere Foundation,Administrative offices and related facilities,43 Bruyere St,Ottawa,K1N 5C8,71215.80057,14.28280036
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Elizabeth Bruyere Hospital,Administrative offices and related facilities,43 Bruyere St,Ottawa,K1N 5C8,2229906.713,14.33102435
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Elizabeth Bruyere Hospital,Facilities used for hospital purposes,43 Bruyere St,Ottawa,K1N 5C8,262950.6483,14.40139291
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Elizabeth Bruyere Research Institute FMC,Administrative offices and related facilities,43 Bruyere St,Ottawa,K1N 5C8,129375.371,14.31460817
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Elizabeth Bruyere Residence,Long-term care,43 Bruyere St,Ottawa,K1N 5C8,349992.1823,14.2942223
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Saint-Vincent Hospital,Administrative offices and related facilities,60 Cambridge St N,Ottawa,K1R 7A5,596163.1817,11.00731287
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Saint-Vincent Hospital,Facilities used for hospital purposes,60 Cambridge St N,Ottawa,K1R 7A5,1649272.531,11.00693007
2015,Public Hospital,Chronic Hospital,Ottawa Bruyere Continuing Care Inc.,Saint-Louis Residence,Long-term care,879 Hiawatha Park Road,Orleans,K1C 2Z6,1078468.49,9.835562099
2015,Public Hospital,Acute Hospital,Ottawa Children's Hospital of Eastern Ontario,Children Hospital Of Eastern Ontario,Administrative offices and related facilities,401 Smyth Road,Ottawa,K1H 8L1,113597.1841,6.19737414
2015,Public Hospital,Acute Hospital,Ottawa Children's Hospital of Eastern Ontario,Children Hospital Of Eastern Ontario,Facilities used for hospital purposes,401 Smyth Road,Ottawa,K1H 8L1,4622665.126,14.46688897
2015,Public Hospital,Acute/Chronic Hospital,Ottawa Hopital Montfort,H“pital Montfort,Facilities used for hospital purposes,713 Montreal Road,Ottawa,K1K 0T2,6728348.46,16.01008007
2015,Public Hospital,Acute/Chronic Hospital,Ottawa Hopital Montfort,Portobello Clinic,Facilities used for hospital purposes,1967 Portobello Boulevard,Ottawa,K4A 4E7,33629.60348,46.88486594
2015,Public Hospital,Acute/Chronic Hospital,Ottawa Queensway-Carleton Hospital,Queensway Carleton Hospital,Facilities used for hospital purposes,3045 Baseline Road,Ottawa,K2H 8P4,7854838.157,19.11371916
2015,Public Hospital,Acute/Chronic Hospital,Ottawa Royal Ottawa Health Care Group,Royal Ottawa Mental Health Centre,Facilities used for hospital purposes,1145 Carling Avenue,Ottawa,K1Z 7K4,1621318.057,8.309158532
2015,Public Hospital,Acute/Chronic Hospital,Ottawa Royal Ottawa Health Care Group,Royal Ottawa Mental Health Centre,Administrative offices and related facilities,1145 Carling Avenue,Ottawa,K1Z 7K4,267009.3012,8.172798086
2015,Public Hospital,Acute/Chronic Hospital,Owen Sound Grey Bruce Health Services,GBHS - Lions Head,Facilities used for hospital purposes,22 Moore Street,Lion's Head,N0H 1W0,57361.36885,7.905583868
2015,Public Hospital,Acute/Chronic Hospital,Owen Sound Grey Bruce Health Services,GBHS - Markdale,Facilities used for hospital purposes,55 Isla Street,Markdale,N0C 1H0,192783.4068,11.31842114
2015,Public Hospital,Acute/Chronic Hospital,Owen Sound Grey Bruce Health Services,GBHS - Wiarton,Facilities used for hospital purposes,369 Mary Street,Wiarton,N0H 2T0,371717.8331,12.99185892
2015,Public Hospital,Acute/Chronic Hospital,Owen Sound Grey Bruce Health Services,GBHS - Meaford,Facilities used for hospital purposes,229 Nelson Street West,Meaford,N4L 1A3,388861.991,12.41247109
2015,Public Hospital,Acute/Chronic Hospital,Owen Sound Grey Bruce Health Services,GBHS - Owen Sound,Facilities used for hospital purposes,1800 8th Street East,Owen Sound,N4K 6M9,4116965.576,17.17028736
2015,Public Hospital,Acute/Chronic Hospital,Owen Sound Grey Bruce Health Services,GBHS - Southampton,Facilities used for hospital purposes,340 High Street,Southampton,N0H 2L0,237008.7721,10.14591734
2015,Public Hospital,Acute/Chronic Hospital,Pembroke Regional Hospital Inc.,Pembroke Regional Hospital,Facilities used for hospital purposes,705 Mackay Street,Pembroke,K8A 1G8,1608768.725,11.96930851
2015,Public Hospital,Acute/Chronic Hospital,Pembroke Regional Hospital Inc.,D'Youville Warehouse,Facilities used for hospital purposes,975 Cecelia Street,Pembroke,K8B 1A4,376797.41,12.62998655
2015,Public Hospital,Acute/Chronic Hospital,Pembroke Regional Hospital Inc.,Pembroke General Hospital (Tower D),Facilities used for hospital purposes,715 Mackay Street,Pembroke,K8A 0C6,157975.3486,4.84438463
2015,Public Hospital,Acute/Chronic Hospital,Pembroke Regional Hospital Inc.,Pembroke Regional Hospital (Ambulance Building),Facilities used for hospital purposes,721 Mackay Street,Pembroke,K8A 1G8,16268.88342,5.308096596
2015,Public Hospital,Acute/Chronic Hospital,Penetanguishene Waypoint Centre for Mental Health Care,Waypoint Centre for Mental Health,Facilities used for hospital purposes,500 Church Street,Penetanguishene,L9M 1G3,2392959.285,9.049956249
2015,Public Hospital,Acute/Chronic Hospital,Perth & Smiths Falls District Hospital,GWM Site,Administrative offices and related facilities,33 Drummond Street West,Perth,K7H 2K1,66997.54903,11.23013885
2015,Public Hospital,Acute/Chronic Hospital,Perth & Smiths Falls District Hospital,GWM Site,Facilities used for hospital purposes,33 Drummond Street West,Perth,K7H 2K1,893076.3917,11.23012865
2015,Public Hospital,Acute/Chronic Hospital,Perth & Smiths Falls District Hospital,Smiths Falls,Administrative offices and related facilities,60 Cornelia Street W.,Smiths Falls,K7A 2H9,63561.9109,11.81302397
2015,Public Hospital,Acute/Chronic Hospital,Perth & Smiths Falls District Hospital,Smiths Falls,Facilities used for hospital purposes,60 Cornelia Street W.,Smiths Falls,K7A 2H9,847254.3735,11.81301339
2015,Public Hospital,Acute/Chronic Hospital,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Facilities used for hospital purposes,1 Hospital Drive,Peterborough,K9J 7C6,7684122.53,23.64984325
2015,Public Hospital,Acute/Chronic Hospital,Red Lake Margaret Cochenour Memorial Hospital,Red Lake Margaret Cochenour Memorial Hospital,Facilities used for hospital purposes,51 HWY105,Red Lake,P0V 2M0,291929.0104,11.76282655
2015,Public Hospital,Acute/Chronic Hospital,Renfrew Victoria Hospital,Dispatch Centre,Facilities used for hospital purposes,490 Raglan Street North,Renfrew,K7V 1P5,13334.77871,8.411764362
2015,Public Hospital,Acute/Chronic Hospital,Renfrew Victoria Hospital,Renfrew Clinic (510 Raglan),Facilities used for hospital purposes,510 Raglan Street North,Renfrew,K7V 1P5,49742.49719,62.42111449
2015,Public Hospital,Acute/Chronic Hospital,Renfrew Victoria Hospital,Renfrew Victoria Hospital,Facilities used for hospital purposes,499 Raglan Street North,Renfrew,K7V 1P6,1155365.614,13.52976536
2015,Public Hospital,Acute/Chronic Hospital,Richmond Hill Mackenzie Health,Mackenzie Health,Facilities used for hospital purposes,10 Trench Street,Richmond Hill,L4C 4Z3,6004971.777,20.49905164
2015,Public Hospital,Acute/Chronic Hospital,Sarnia Bluewater Health,Bluewater Health Petrolia,Facilities used for hospital purposes,450 Blanche Street,Petrolia,N0N 1R0,489355.4938,10.66198784
2015,Public Hospital,Acute/Chronic Hospital,Sarnia Bluewater Health,Bluewater Health Sarnia,Facilities used for hospital purposes,89 Norman St,Sarnia,N7T 6S3,6318993.05,21.11763207
